BOOKING_ID,FIRST_BOOKING_STATUS,BOOKING_STATUS_CODE,BOOKING_STATUS_DESCRIPTION,BOOKING_STATUS,BOOK_TIMESTAMP,BOOK_DATE,ARRIVAL_DATE,DEPARTURE_DATE,GUARANTEE_BOOKING_INDICATOR,STAY_DURATION,LEADTIME,PARTY_NUMBER_OF_ADULTS,PARTY_NUMBER_OF_CHILDREN,PARTY_NUMBER_OF_BABIES,PARTY_NUMBER_OF_PETS,PAYMENT_AT_BOOKING,TYPE_OF_PARTY,LARS_FM_TAG,CANCELLATION_DATE,CANCELLATION_BLAME,CANCELLATION_REASON,CANCELLATION_REASON_DESCRIPTION,SELF_CANCELLATION_ALLOWED,CANCELLED_BY,CANCELLATION_REQUEST,CANCELLATION_REQUEST_DATE,FLEXIBLE_CANCELLATION,SALES_CANCEL_COST,APPLICABLE_CAMPAIGN,FREE_BOOKING_APPLICABLE,FINANCIAL_ENTITY,CHANNEL_SUB,CHANNEL_TYPE,CHANNEL,WEB_PARTNER_CODE_GROUPED,WEB_PARTNER_CODE,WEB_PARTNER_TYPE,WEB_PARTNER_NAME,WEB_PARTNER_PERCENT_COMMISSION,WEB_PARTNER_COMMISSION_TURNOVER,TRAVEL_AGENCY,ORIGINAL_BOOKING_ID,WEB_ORIGIN,DV_CODE,ACTION_CODE,ACTION_DV_CODE,ACTION_SUB_CODE,BOOKED_BY,CC_AGENT_NAME,BOOKING_BRAND,RA_CUSTOMER_COUNTRY,CUSTOMER_ID,CUSTOMER_CITY,CUSTOMER_COUNTRY_CODE,CUSTOMER_COUNTRY_NAME,CUSTOMER_LANGUAGE,CUSTOMER_ZIPCODE,CUSTOMER_LOYATY_POINTS,CUSTOMER_PANEL_MEMBER_INDICATOR,CUSTOMER_TYPE,CUSTOMER_CREATION_DATE,CUSTOMER_COUNTRY_GROUPED,AGENT_BOOKING,WELCOME_BACK_INDICATOR,INDICATOR_COMPLAINT,INDICATOR_SOS,REVIEW_RESULT,INDICATOR_GUESTBOOK,NPS_SCORE,REVIEW_DATE,ACCOMMODATION_CODE
1BLUMZ5B,,B-STD,Booking,BOOKING,2026-01-04,2026-01-04,2026-02-19,2026-02-22,0,3,46,2,0,0,0,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,airbnb,airbnb,Affiliate,Airbnb,0.0,0.0,,HMQ8KDXCWP,,,,,,Online,,NONOVH-CMG-H,IE,8245238,,IE,Ireland,EN,,0.0,No,Partikulier,2026-01-04,Other,,Yes,,,,,,,FR-75007-135
14M9CFZD,,B-AZV,Cancellation without insurance,CANCELLED,2023-11-25,2023-11-25,2023-12-08,2023-12-10,0,2,13,6,0,0,0,1.0,Group,NO,2023-12-06,Customer,BookingComCancellation,Cancellation through Booking.com,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,12.0,549.3,,4223937590_1,,,,,,Online,,BV,IT,7150618,Udine,IT,Italy,IT,33100,0.0,No,Partikulier,2023-11-25,Other,1041711.0,Yes,,,,,,,AT-9544-05
122JA3N4,,B-STD,Booking,BOOKING,2025-09-08,2025-09-08,2025-12-24,2025-12-27,0,3,107,2,0,0,0,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,VRBO,homeaway,Affiliate,,12.5,584.86,,HOMEAWAY_NL#65e96c55-d69c-4a04-97ec-b59239a1fd33,,,,,,Online,,BV,NL,8101715,Laren nh,NL,Netherlands,NL,1251 ep,0.0,No,Partikulier,2025-09-08,NL,,Yes,,,,,,,NL-7467-03
575553673,,B-STD,Booking,BOOKING,2016-03-09,2016-03-09,2016-09-16,2016-09-19,0,3,191,5,2,0,0,,Group with kids,,,,,,,,,,,,,,BVAG,DIR-Display-Sales,Direct,DIR-Display,,,,,,,,,www.belvilla.nl,remarketing|criteo|low-nl-d,,,,Online,,BV,NL,3401790,Den Haag,NL,Netherlands,NL,2596PD,0.0,No,Partikulier,2013-06-25,NL,,Yes,,,,,,,NL-9527-01
1Z11366J,,R-ANB,Cancellation (No payment),CANCELLED,2021-05-25,2021-05-25,2021-07-03,2021-07-10,0,7,39,2,0,0,0,0.0,Couple,NO,2021-05-31,Customer,NoPaymentCancellation,Customer did not make a payment,No,system,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,12.0,859.12,,3402555010,,,,,,Online,,BV,BE,5433902,LIEGE,BE,Belgium,FR,4000,0.0,No,Partikulier,2021-05-25,BE,,Yes,,,,,,,FR-73310-01
174817756,,B-STD,Booking,BOOKING,2012-06-22,2012-06-22,2012-06-24,2012-07-01,0,7,2,4,0,0,0,,Group,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,E-dom/touristonline,edomizil,Affiliate,E-domizil GmbH,,,,,,,,,,Online,,BV,DE,2705855,Abensberg,DE,Germany,DE,93326,0.0,No,Partikulier,2012-06-22,DE,,Yes,,,,,,,DE-96364-03
1D4YZCTE,,B-STD,Booking,BOOKING,2021-05-10,2021-05-10,2021-08-01,2021-08-04,0,3,83,11,0,0,0,1.0,Group,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,12.0,953.7,,3134314205,,,,,,Online,,BV,ES,5413919,Murcia,ES,Spain,ES,,0.0,No,Partikulier,2021-05-10,Other,,Yes,,,,,,,ES-18270-07
1CV2V5UR,,B-STD,Booking,BOOKING,2019-06-19,2019-06-19,2019-08-17,2019-08-24,0,7,59,4,0,0,1,0.0,Group,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-Referrers-Labeled,Direct,DIR-Referrers,,,,,,,,,www.belvilla.nl,referral-l|whatsapp|sitebutton,,,,Online,,BV,NL,4074033,Amersfoort,NL,Netherlands,NL,3824LD,0.0,No,Partikulier,2015-12-27,NL,935719.0,Yes,,,9.1,Yes,9.0,2019-08-25,FR-46150-20
975939232,,B-STD,Booking,BOOKING,2017-10-17,2017-10-17,2018-01-12,2018-01-14,0,2,87,8,4,0,0,,Group with kids,,,,,,,,,,,,,,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,,,,,www.villaxl.com,cpc|google|1.NL_B_Corporate_exact||VillaXLVakantiehuizen,,,,Online,,VXL,NL,4382928,Helmond,NL,Netherlands,NL,5709PW,0.0,No,Partikulier,2017-10-17,NL,,Yes,,,,,,,BE-4960-30
875283005,,B-STD,Booking,BOOKING,2014-11-25,2014-11-25,2015-06-03,2015-06-08,0,5,190,6,6,0,0,,Group with kids,,,,,,,,,,,,,,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,,,,,www.belvilla.de,direct-visit,DEBVREPOKT14C,,post|actioncode,Online,,BV,DE,2266977,Hattingen,DE,Germany,DE,45529,0.0,No,Partikulier,2010-12-23,DE,,Yes,,,,,,,NL-4506-26
175639840,,B-STD,Booking,BOOKING,2016-07-25,2016-07-25,2016-08-19,2016-08-21,0,2,25,4,0,0,0,,Group,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,,,,,,,,,,Online,,BV,BE,4175222,DORMAAL,BE,Belgium,NL,3440,0.0,No,Partikulier,2016-07-25,BE,,Yes,Yes,,,,,,DE-54492-01
1CVH3TET,,B-STD,Booking,BOOKING,2023-08-18,2023-08-18,2023-08-28,2023-09-04,0,7,10,2,0,0,1,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,www.belvilla.nl/new,SEO,,,,Online,,BV,NL,7010453,Zwolle,NL,Netherlands,EN,8016LL,0.0,No,Partikulier,2023-08-18,NL,,Yes,,,7.6,Yes,,2023-08-31,NL-6342-08
1P4LKLLZ,,B-OMB,Re-booking,CANCELLED,2020-11-09,2020-11-09,2021-02-19,2021-02-21,0,2,102,7,0,0,0,0.0,Group,NO,2021-02-09,Customer,COVID,COVID Cancellation,No,lizzyvdb,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,12.0,676.07,,,www.belvilla.nl,,,,,Phone,Renata Verboeket,BV,NL,5198552,Haarlem,NL,Netherlands,NL,2012WS,0.0,No,Partikulier,2020-08-23,NL,,Yes,,,,,,,NL-5469-02
875528711,,O-VV,Option expired,,2016-02-07,2016-02-07,2016-08-20,2016-09-03,0,14,195,2,0,0,0,,Couple,,,,,,,,,,,,,,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,,,,,www.belvilla.nl,sea|google|1.NL_B_corporate_exact||Belvilla™-Vakantiehuizen,,,,Online,,BV,NL,4100356,Amsterdam,NL,Netherlands,NL,1016XS,0.0,No,Partikulier,2016-02-07,NL,943643.0,Yes,,,,,,,FR-84750-07
776147043,,B-STD,Booking,BOOKING,2018-07-15,2018-07-15,2018-08-20,2018-08-24,0,4,36,2,1,0,1,,Family,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,,,,1143986557,,,,,,Online,,BV,IT,4537319,Tolentino,IT,Italy,EN,,0.0,No,Partikulier,2018-07-15,Other,912997.0,Yes,,,,,,,IT-06063-20
876078396,,B-STD,Booking,BOOKING,2018-04-11,2018-04-11,2018-09-14,2018-09-16,0,2,156,8,0,0,0,,Group,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,VRBO,homeaway,Affiliate,VRBO/ HomeAway,,,,HOMEAWAY_DE,,,,,,Online,,BV,DE,4484421,Langenfeld,DE,Germany,DE,40764,0.0,No,Partikulier,2018-04-11,DE,,Yes,,,,,,,BE-6940-235
376345420,,B-STD,Booking,BOOKING,2019-03-19,2019-03-19,2019-11-01,2019-11-03,0,2,227,11,9,0,0,0.0,Group XXL,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,,,,,www.belvilla.nl,cpc|google|1.NL_B_corporate_misspelled_exact||BelvillaVakantiehuizen-BoeknudeidealeVakantie,,,,Online,,BV,NL,4747864,Venlo,NL,Netherlands,NL,5913HG,0.0,No,Partikulier,2019-03-19,NL,,Yes,,,8.6,Yes,9.0,2019-11-04,BE-4960-23
17X6Z9ML,,B-AZV,Cancellation without insurance,CANCELLED,2020-02-02,2020-02-02,2020-03-06,2020-03-09,0,3,33,3,0,0,0,0.0,Group,NO,2020-02-02,Customer,AirbnbCancellation,Cancellation through Airbnb,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,airbnb,airbnb,Affiliate,Airbnb,0.0,0.0,,HMZJCQFED2,,,,,,Online,,BV,FR,4988027,,FR,France,FR,,0.0,No,Partikulier,2020-02-02,Other,,Yes,,,,,,,BE-4950-160
675661265,,B-AEV,Cancellation with own insurance,CANCELLED,2016-08-28,2016-08-28,2017-05-05,2017-05-07,0,2,250,10,0,0,0,,Group,,2017-01-18,Customer,,,,,,,,,,,BVAG,DIR-CS,Direct,DIR-CS,,,,,,,,,www.belvilla.nl,csc-booking,,,,Phone,Anja de Groen,BV,NL,4190268,Oldenzaal,NL,Netherlands,NL,7577AX,0.0,No,Partikulier,2016-08-28,NL,,Yes,,,,,,,NL-8508-05
576017098,,B-STD,Booking,BOOKING,2018-01-27,2018-01-27,2018-06-03,2018-06-12,0,9,127,3,1,0,0,,Group with kids,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,VRBO,homeaway,Affiliate,VRBO/ HomeAway,,,,HOMEAWAY_DE,,,,,,Online,,BV,DE,4437931,Harztor,DE,Germany,DE,99768,0.0,No,Partikulier,2018-01-27,DE,11079.0,Yes,,,,,,,AT-5771-47
375219449,,O-VV,Option expired,,2014-06-27,2014-06-27,2014-07-19,2014-08-09,0,21,22,2,0,0,1,,Couple,,,,,,,,,,,,,,BVAG,INDIR-TravelAgency,Indirect,INDIR-TravelAgency,tcn,tcn,Travel Agency,Travel Counsellors Nederland BV,,,,,www.belvilla.nl,,,,,Phone,Sertab Koca,BV,NL,2920422,Den Haag,NL,Netherlands,NL,2595ET,0.0,No,Partikulier,2014-06-27,NL,,Yes,,,,,,,ES-28008-02
14VHWPUQ,,B-STD,Booking,BOOKING,2021-05-13,2021-05-13,2021-08-07,2021-08-14,0,7,86,2,0,0,1,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,Casamundo2,Casamundo2,Affiliate,HomeToGo GmbH / Casamundo,11.5,859.77,,HOMETOGO,,,,,,Online,,BV,DE,5417452,BURGHEIM,DE,Germany,DE,86666,0.0,No,Partikulier,2021-05-13,DE,,Yes,,,,,,,IT-37017-017
132RJFM4,,B-STD,Booking,BOOKING,2023-02-25,2023-02-25,2023-07-17,2023-07-29,0,12,142,5,0,0,2,0.0,Group,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,www.belvilla.nl/new,SEO,,,,Online,,BV,NL,6738010,,US,United States,EN,,0.0,No,,,Other,912997.0,Yes,,,,,,,IT-06019-15
075809875,,B-STD,Booking,BOOKING,2017-03-30,2017-03-30,2017-04-10,2017-04-14,0,4,11,4,2,0,1,,Group with kids,,,,,,,,,,,,,,BVAG,DIR-SEO,Direct,DIR-SEO,,,,,,,,,www.belvilla.de,seo|googlede,,,,Online,,BV,DE,4292518,Dolgesheim,DE,Germany,DE,55278,0.0,No,Partikulier,2017-03-30,DE,,Yes,,,,,,,NL-7645-03
675537125,,B-STD,Booking,BOOKING,2016-02-16,2016-02-16,2016-03-04,2016-03-06,0,2,17,3,0,0,0,,Group,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-CM,Indirect,INDIR-Affiliates,casamundo,casamundo,Affiliate,Casamundo GmbH,,,,,,,,,,Online,,BV,BE,4105802,Leopoldsburg,BE,Belgium,NL,3970,0.0,No,Partikulier,2016-02-16,BE,,Yes,,,,,,,BE-6823-04
675275866,,B-STD,Booking,BOOKING,2014-11-06,2014-11-06,2014-12-24,2014-12-29,0,5,48,2,1,0,0,,Family,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-CM,Indirect,INDIR-Affiliates,casamundo,casamundo,Affiliate,Casamundo GmbH,,,,,,,,,,Online,,BV,NL,2956899,NIEUW BEIJERLAND,NL,Netherlands,NL,3264LA,0.0,No,Partikulier,2014-11-06,NL,,Yes,,,,,,,NL-1619-03
1TRBRMCM,,B-STD,Booking,BOOKING,2025-12-08,2025-12-08,2026-01-10,2026-01-17,0,7,33,2,0,0,0,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,www.belvilla.com/new,SEO,,,,Online,,BV,DK,4231335,Søborg,DK,Denmark,EN,2860,0.0,No,Partikulier,2016-12-17,Other,1046284.0,Yes,,,,,,,AT-6373-11
1UHV36VY,,B-STD,Booking,BOOKING,2024-05-13,2024-05-13,2024-06-13,2024-06-17,0,4,31,2,0,0,2,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,Casamundo2,Casamundo2,Affiliate,,12.5,214.36,,HOMETOGO,,,,,,Online,,BV,DE,7425044,Neuburg am Inn,DE,Germany,DE,94127,0.0,No,Partikulier,2024-05-05,DE,,Yes,,,,,,,AT-9631-14
1P6W54HY,,B-STD,Booking,BOOKING,2023-08-23,2023-08-23,2024-05-18,2024-05-24,0,6,269,6,0,2,0,0.0,Group with kids,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,Casamundo2,Casamundo2,Affiliate,,12.5,1934.05,,HOMETOGO,,,,,,Online,,BV,DE,7018171,Neuhausen,DE,Germany,DE,73765,0.0,No,Partikulier,2023-08-23,DE,,Yes,,,,,,,NL-3253-60
1MQZAK77,,B-STD,Booking,BOOKING,2023-01-06,2023-01-06,2023-08-09,2023-08-16,0,7,215,3,1,0,0,0.0,Group with kids,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,HomeToGo,HomeToGo,Affiliate,,12.5,646.01,,HOMETOGO,,,,,,Online,,BV,NL,6639424,Ede,NL,Netherlands,NL,6718gj,0.0,No,Partikulier,2023-01-06,NL,,Yes,,,,,,,IT-28838-10
1XHEMWAM,,B-STD,Booking,BOOKING,2024-05-29,2024-05-29,2024-06-03,2024-06-07,0,4,5,2,0,0,1,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,E-dom/touristonline,edomizil2015,Affiliate,e-domizil GmbH,12.25,475.0,,,,,,,,Online,,BV,DE,7456857,Nordhorn,DE,Germany,DE,48527,0.0,No,Partikulier,2024-05-29,DE,,Yes,,,,,,,NL-9161-52
576207457,,B-STD,Booking,BOOKING,2018-10-04,2018-10-04,2018-10-08,2018-10-19,0,11,4,2,0,0,0,,Couple,,,,,,,,,,,,,,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,,,,,www.belvilla.nl,cpc|google|1.NL_B_corporate_exact||Belvilla-Vakantiehuizen-Boek-je-ideale-Vakantiehuis.,,,,Online,,BV,NL,4415684,Beesd,NL,Netherlands,NL,4153rj,0.0,No,Partikulier,2018-01-03,NL,,Yes,,,,,,,NL-6800-01
175285295,,B-STD,Booking,BOOKING,2014-12-01,2014-12-01,2015-01-31,2015-02-07,0,7,61,5,0,0,0,,Group,,,,,,,,,,,,,,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,,,,,www.belvilla.nl,sea|google|8.NL_dynamic_search_ads(RLSA),CCC-Bookdirect,,ccc|actioncode,Online,,BV,NL,2962852,Heemstede,US,United States,EN,2103TX,0.0,No,Partikulier,2014-12-01,Other,,Yes,,,,,,,AT-6391-48
1QE2FVLW,,B-STD,Booking,BOOKING,2023-05-23,2023-05-23,2023-07-14,2023-07-17,0,3,52,6,8,0,0,0.0,Group XXL,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,nl.belvilla.be/new,SEO,,,,Online,,BV,BE,6878043,,BE,Belgium,NL,,0.0,No,Partikulier,2023-05-23,BE,,Yes,,,,,,,BE-0012-97
17DQDGNL,,B-STD,Booking,BOOKING,2023-01-24,2023-01-24,2023-07-22,2023-07-29,0,7,179,3,0,0,1,0.0,Group,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,0.0,0.0,,,www.belvilla.de,cpc|bing|1. DE_B_corporate_exact|belvilla|Belvilla_exact,,,,Online,,BV,DE,4868378,Suhl,DE,Germany,DE,98528,0.0,No,Partikulier,2019-09-18,DE,11079.0,Yes,,,,,,,AT-5662-12
675073631,,B-STD,Booking,BOOKING,2013-07-16,2013-07-16,2013-08-03,2013-08-10,0,7,18,6,0,0,0,,Group,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,,,,,,,,,,Online,,BV,NL,2822195,Amsterdam,NL,Netherlands,NL,1069NB,0.0,No,Partikulier,2013-07-16,NL,,Yes,,,,,,,PT-8005-01
1FPMTTLZ,,B-AZV,Cancellation without insurance,CANCELLED,2020-01-23,2020-01-23,2020-05-29,2020-06-02,0,4,127,7,0,2,0,0.0,Group with kids,NO,2020-05-25,Customer,COVID,COVID Cancellation,No,evabr,No,,No,0.0,,NO,BVAG,DIR-Referrers-Labeled,Direct,DIR-Referrers,,,,,0.0,0.0,,,,referral-l|whatsapp|sitebutton,,,,Online,,BV,NL,5145618,Dedemsvaart,NL,Netherlands,NL,7701MJ,0.0,No,Partikulier,2020-07-09,NL,,Yes,,,,,,,NL-1154-04
125R1V8C,,B-STD,Booking,BOOKING,2022-09-20,2022-09-20,2023-04-28,2023-05-05,0,7,220,8,5,2,1,0.0,Group XXL,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,38Gizmo1,38Gizmo1,Affiliate,Hondenopvakantie,9.0,3990.57,Independent,V23233012,,,,,,Online,,BV,NL,6498020,Alphen Nb,NL,Netherlands,NL,5131HJ,0.0,No,Partikulier,2022-09-20,NL,952543.0,Yes,,,,,,,BE-4970-115
676262143,,B-STD,Booking,BOOKING,2018-12-30,2018-12-30,2019-05-10,2019-05-13,0,3,131,20,0,1,0,,Group XXL,,,,,,,,,,,,,,BVAG,DIR-SEO,Direct,DIR-SEO,,,,,,,,,www.belvilla.nl,seo|googlecom,,,,Online,,BV,NL,4626400,Capelle aan den IJssel,NL,Netherlands,NL,2901HC,0.0,No,Partikulier,2018-12-30,NL,,Yes,,,6.3,Yes,7.0,2019-05-14,BE-4950-198
776040238,,B-STD,Booking,BOOKING,2018-02-20,2018-02-20,2018-05-21,2018-06-04,0,14,90,2,0,0,0,,Couple,,,,,,,,,,,,,,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,,,,,www.belvilla.nl,cpc|google|1.1NL_B_bv_Frankrijk-region-NBT,,,,Online,,BV,NL,4455407,Amersfoort,NL,Netherlands,NL,3818KV,0.0,No,Partikulier,2018-02-20,NL,954331.0,Yes,,,9.4,Yes,8.0,2018-06-11,FR-00005-08
475606806,,B-STD,Booking,BOOKING,2016-06-05,2016-06-05,2016-12-09,2016-12-12,0,3,187,10,0,0,2,,Group,,,,,,,,,,,,,,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,,,,,www.vakantiehuizen-ardennen.nl,direct-visit,,,,Online,,AR,NL,2783991,Den Haag,NL,Netherlands,NL,2552HL,0.0,No,Partikulier,2013-03-14,NL,,Yes,,,,,,,BE-4180-08
175710853,,R-AZV,Reservation Cancellation,CANCELLED,2016-11-23,2016-11-23,2017-08-26,2017-09-02,0,7,276,6,0,0,0,,Group,,2016-11-24,Customer,,,,,,,,,,,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,,,,,,,,,,Online,,BV,HU,4223664,Szentendre,HU,Hungary,EN,2000,0.0,No,Partikulier,2016-11-23,Other,942375.0,Yes,,,,,,,ES-03509-03
374834722,,O-VV,Option expired,,2012-07-14,2012-07-14,2013-03-15,2013-03-22,0,7,244,15,0,0,0,,Group XXL,,,,,,,,,,,,,,BVAG,DIR-CCC,Direct,DIR-CCC,,,,,,,,,www.belvilla.nl,csc-booking,,,,Phone,Christine van Zomeren,BV,NL,1893027,Laren,NL,Netherlands,NL,7245TD,0.0,No,Partikulier,2007-12-26,NL,,Yes,,,,,,,BE-4950-26
1HRNAH3K,,B-AZV,Cancellation without insurance,CANCELLED,2024-09-02,2024-09-02,2024-09-11,2024-09-17,0,6,9,2,0,0,0,0.0,Couple,NO,2024-09-22,Customer,Other,No show park mail 57937703 and 57996176 customer confirmed,No,mohakd,No,,No,0.0,,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,www.belvilla.com/new,SEO,,,,Online,,BV,GI,7606994,,GI,,EN,,0.0,No,,,Other,,Yes,,,,,,,NL-5171-12
275798749,,O-VV,Option expired,,2017-03-15,2017-03-15,2017-06-23,2017-06-30,0,7,100,4,1,0,0,,Group with kids,,,,,,,,,,,,,,BVAG,DIR-CS,Direct,DIR-CS,,,,,,,,,www.belvilla.nl,csc-booking,,,,Phone,Phone,BV,NL,4284746,Blaardicum,NL,Netherlands,NL,1261PN,0.0,No,Partikulier,2017-03-15,NL,,Yes,,,,,,,BE-5170-09
076010918,,B-STD,Booking,BOOKING,2018-01-21,2018-01-21,2018-03-24,2018-03-27,0,3,62,3,0,0,0,,Group,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-CM,Indirect,INDIR-Affiliates,casamundo,casamundo,Affiliate,Casamundo GmbH,,,,,,,,,,Online,,BV,DE,4433390,Mülheim an der Ruhr,DE,Germany,DE,45478,0.0,No,Partikulier,2018-01-21,DE,,Yes,,,,,,,NL-6766-01
775205379,,O-VV,Option expired,,2014-05-24,2014-05-24,2014-07-26,2014-08-02,0,7,63,2,2,0,0,,Family,,,,,,,,,,,,,,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,,,,,www.belvilla.nl,sea|google|general,,,,Online,,BV,NL,2911362,Amsterdam,NL,Netherlands,NL,1054HV,0.0,No,Partikulier,2014-05-24,NL,,Yes,,,,,,,IT-90021-01
375850716,,B-STD,Booking,BOOKING,2017-06-06,2017-06-06,2017-06-18,2017-07-04,0,16,12,5,0,0,0,,Group,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,,,,,,,,,,Online,,BV,SK,4321543,Bratislava,SK,Slovakia,EN,83104,0.0,No,Partikulier,2017-06-06,Other,10053.0,Yes,,,,,,,DE-78073-04
275193272,,B-STD,Booking,BOOKING,2014-04-22,2014-04-22,2014-07-19,2014-07-26,0,7,88,2,0,1,0,,Family,,,,,,,,,,,,,,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,,,,,www.belvilla.be,direct-visit,,,,Online,,BV,BE,2902722,Oud-Heverlee,BE,Belgium,NL,3050,0.0,No,Partikulier,2014-04-20,BE,,Yes,,,,,,,IT-56043-03
75106416,,B-STD,Booking,BOOKING,2013-09-29,2013-09-29,2013-10-18,2013-10-20,0,2,19,6,0,0,0,,Group,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,,,,,,,,,,Online,,BV,BE,2843268,Brussels,US,United States,EN,1040,0.0,No,Partikulier,2013-09-29,Other,,Yes,,,,,,,BE-4920-51
174927162,,O-VV,Option expired,,2012-12-17,2012-12-17,2013-06-22,2013-06-29,0,7,187,2,0,0,1,,Couple,,,,,,,,,,,,,,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,,,,,www.belvilla.nl,sea_adw_bvnl133,,,,Online,,BV,NL,2361252,Houten,NL,Netherlands,NL,3991HH,0.0,No,Partikulier,2012-01-01,NL,,Yes,,,,,,,AT-9971-11
575976545,,B-STD,Booking,BOOKING,2017-12-19,2017-12-19,2018-05-07,2018-05-16,0,9,139,3,0,0,0,,Group,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,VRBO,homeaway,Affiliate,HomeAway UK Limited,,,,,,,,,,Online,,BV,AT,4408280,Wien,AT,Austria,DE,1100,0.0,No,Partikulier,2017-12-19,Other,10053.0,Yes,,,,,,,DE-94065-10
175799473,,O-VV,Option expired,,2017-03-16,2017-03-16,2017-06-24,2017-07-01,0,7,100,4,0,0,0,,Group,,,,,,,,,,,,,,BVAG,DIR-CS,Direct,DIR-CS,,,,,,,,,www.belvilla.nl,csc-booking,,,,Phone,Phone,BV,NL,4285245,Eindhoven,NL,Netherlands,NL,5600AA,0.0,No,Partikulier,2017-03-16,NL,954331.0,Yes,,,,,,,FR-00005-29
